status,architecture,checkpoint_path,train_pos_rate,n_train,row,base_size,seed_split,total_labels,replicate,balanced_accuracy,accuracy,macro_f1,mcc,recall_blocked,recall_assemblable,precision_blocked,brier,ece_10bin,roc_auc,seed,n_val,pos_weight,parameter_count,fit_wall_s
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T1000_rep3,0.881,850,baseline_random,0,,1000,3.0,0.9249244244376387,0.9194,0.8343215252681052,0.6970908386061743,0.9319852941176471,0.9178635547576302,0.5807560137457045,0.05507515691549397,0.07753020382313909,0.9790248937321787,34174,150,0.13484646379947662,46033,162.20617366599618
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T1000_rep4,0.897,850,baseline_random,0,,1000,4.0,0.9074265365930932,0.8652,0.763369284350073,0.5982583186150447,0.9613970588235294,0.8534560143626571,0.4447278911564626,0.0937852720027017,0.15086609534972178,0.9679129758950258,487910,150,0.11548556387424469,46033,38.12944258301286
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T1000_rep5,0.909,850,baseline_random,0,,1000,5.0,0.9295860175308903,0.886,0.7923321147236093,0.6462601412676315,0.9852941176470589,0.8738779174147218,0.48816029143898,0.0784257723932984,0.1274727905102904,0.9814295332136445,945293,150,0.09961190074682236,46033,72.72908212500624
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T2000_rep1,0.888,1700,baseline_random,0,,2000,1.0,0.9293913031999155,0.9288,0.849262095615932,0.7207944431031647,0.9301470588235294,0.9286355475763016,0.6140776699029126,0.04957885552342575,0.07129078028163334,0.9822706826222412,842427,300,0.125827819108963,46033,171.72346237499733
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T2000_rep2,0.8845,1700,baseline_random,0,,2000,2.0,0.9452572209314605,0.924,0.8456809676550557,0.7236603468731467,0.9724264705882353,0.9180879712746858,0.5917225950782998,0.05438863000049403,0.08595572922004886,0.9858407203770196,463904,300,0.13031914830207825,46033,291.1623457079986
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T2000_rep3,0.8975,1700,baseline_random,0,,2000,3.0,0.9317856294223255,0.923,0.8411595468599553,0.7102773560215729,0.9430147058823529,0.920556552962298,0.5916955017301038,0.05401245066692895,0.07943173858379968,0.981484812282184,196225,300,0.1140235885977745,46033,165.49558054096997
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T2000_rep4,0.896,1700,baseline_random,0,,2000,4.0,0.9364307213010878,0.8982,0.8087966895757532,0.6703721075893677,0.9852941176470589,0.8875673249551167,0.5168756027000965,0.07012813543853538,0.11363836289117826,0.9839967096578307,54582,300,0.11621799319982529,46033,157.06787220801925
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T2000_rep5,0.887,1700,baseline_random,0,,2000,5.0,0.940646781603126,0.9014,0.8138492952591079,0.6792789158693505,0.9908088235294118,0.8904847396768402,0.5248296007789679,0.06832496741940218,0.11037292861343459,0.9843077575509558,969261,300,0.12732096016407013,46033,202.0281490419875
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T3500_rep1,0.8991428571428571,2975,baseline_random,0,,3500,1.0,0.9426335278276481,0.9222,0.8424814364980311,0.7178300139105759,0.96875,0.9165170556552962,0.5862068965517241,0.05233736293976008,0.08490378662971909,0.9874141111785826,700230,525,0.11214952915906906,46033,461.56342974997824
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T3500_rep2,0.8971428571428571,2975,baseline_random,0,,3500,2.0,0.946321549266026,0.9072,0.8226800744988266,0.6938575149189351,0.9963235294117647,0.8963195691202872,0.5398406374501992,0.06544691303769484,0.10725097193376294,0.9888212522441652,673427,525,0.1146496832370758,46033,493.43072441703407
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T3500_rep3,0.892,2975,baseline_random,0,,3500,3.0,0.9467373798711585,0.9252,0.8477650443142117,0.7273415790485124,0.9742647058823529,0.9192100538599641,0.5955056179775281,0.05477877703969348,0.08583951863190281,0.9847161626095681,943515,525,0.12094950675964355,46033,352.99937254202086
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T3500_rep4,0.9042857142857142,2975,baseline_random,0,,3500,4.0,0.941506494878023,0.913,0.8293180435782816,0.6994846437446889,0.9779411764705882,0.9050718132854578,0.5570680628272251,0.06009040243359643,0.09613335228018974,0.9851200298341958,640604,525,0.10594795644283295,46033,361.4340498750098
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__baseline_T3500_rep5,0.8902857142857142,2975,baseline_random,0,,3500,5.0,0.9483247967050374,0.9194,0.8397534668721109,0.7172591734498771,0.9852941176470589,0.9113554757630161,0.5757250268528464,0.05488053501660466,0.088207171879511,0.9884367739465626,499988,525,0.12306530773639679,46033,432.72628770803567
ok,constraint_graph_mpnn_v1,data/arch_screen/checkpoints/constraint_graph_mpnn_v1__row1_pure_hybrid_B0000_R001_T0250,0.876,212,row1_pure_hybrid,0,1.0,250,,0.8704456648009293,0.9014,0.7948976697463079,0.6133170245631292,0.8308823529411765,0.9100089766606823,0.52989449003517,0.07031702080717454,0.08244861099528279,0.9516229769511035,612425,38,0.13978494703769684,46033,21.165319750027265
