row,base_size,total_labels,mean_bac,std_bac,n_splits
row2_diverse_uncertainty,1500,2000,0.978946306698173,0.0062256015080969845,8
row2_diverse_uncertainty,1500,2250,0.9856163038599641,0.003283623667376752,8
row2_diverse_uncertainty,1500,2500,0.986567186344915,0.005290639421812091,8
row2_diverse_uncertainty,1500,2750,0.9925527956357588,0.0011023684430653646,8
row2_diverse_uncertainty,1500,3000,0.9927250270619917,0.0018560836639894998,8
row2_diverse_uncertainty,1500,3250,0.9928972584882247,0.002068743350591283,8
row2_diverse_uncertainty,1500,3500,0.9934642814711163,0.002346648705086644,8
row2_diverse_uncertainty,2000,2000,0.9602809579285035,0.00625356208126309,8
row2_diverse_uncertainty,2000,2250,0.9760588004277114,0.005359686693184302,8
row2_diverse_uncertainty,2000,2500,0.9817001531312705,0.004142736951955334,8
row2_diverse_uncertainty,2000,2750,0.979081616656986,0.007457610784551933,8
row2_diverse_uncertainty,2000,3000,0.9862400497676629,0.0030918003303930333,8
row2_diverse_uncertainty,2000,3250,0.991246930774105,0.003136720099104698,8
row2_diverse_uncertainty,2000,3500,0.993472532078361,0.0011199318128205305,8
row2_diverse_uncertainty,2500,2500,0.9667595410022177,0.005958623755083109,8
row2_diverse_uncertainty,2500,2750,0.9760443618650333,0.004398893516287603,8
row2_diverse_uncertainty,2500,3000,0.9828459562123772,0.002364112780228739,8
row2_diverse_uncertainty,2500,3250,0.9874999174939276,0.001279954241274022,8
row2_diverse_uncertainty,2500,3500,0.9878825394049002,0.002339499625460376,8
